result_id,pos.,pts,no,rider,Team,time / gap,session,class,event,year,event_id
8024,DNF,0.0,16,J. Roberts,Onlyfans American Racing Team,4 Laps,Race,Moto2,JPN,2025,16
8025,DNF,0.0,81,S. Agius,LIQUI MOLY Dynavolt Intact GP,3 Laps,Race,Moto2,JPN,2025,16
8026,DNF,0.0,13,C. Vietti,Beta Tools SpeedRS Team,3 Laps,Race,Moto2,JPN,2025,16
8027,DNF,0.0,17,D. Muñoz,Red Bull KTM Ajo,0 Laps,Race,Moto2,JPN,2025,16
8028,DNF,0.0,84,Z. Van Den Goorbergh,RW-Idrofoglia Racing GP,,Race,Moto2,JPN,2025,16
8029,1,25.0,64,D. Muñoz ,LIQUI MOLY Dynavolt Intact GP,33:09.599,Race,Moto3,JPN,2025,16
8030,2,20.0,99,J. Rueda,Red Bull KTM Ajo,+1.618,Race,Moto3,JPN,2025,16
8031,3,16.0,28,M. Quiles,CFMOTO Gaviota Aspar Team,+2.203,Race,Moto3,JPN,2025,16
8032,4,13.0,73,V. Perrone,Red Bull KTM Tech3,+2.336,Race,Moto3,JPN,2025,16
8033,5,11.0,31,A. Fernandez,Leopard Racing,+3.853,Race,Moto3,JPN,2025,16
8034,6,10.0,6,R. Yamanaka,FRINSA - MT Helmets - MSI,+5.496,Race,Moto3,JPN,2025,16
8035,7,9.0,94,G. Pini,LIQUI MOLY Dynavolt Intact GP,+5.617,Race,Moto3,JPN,2025,16
8036,8,8.0,66,J. Kelso,LEVELUP-MTA,+5.771,Race,Moto3,JPN,2025,16
8037,9,7.0,58,L. Lunetta,SIC58 Squadra Corse,+11.955,Race,Moto3,JPN,2025,16
8038,10,6.0,71,D. Foggia,CFMOTO Gaviota Aspar Team,+21.113,Race,Moto3,JPN,2025,16
8039,11,5.0,36,A. Piqueras ,FRINSA - MT Helmets - MSI,+21.326,Race,Moto3,JPN,2025,16
8040,12,4.0,18,M. Bertelle,LEVELUP-MTA,+21.528,Race,Moto3,JPN,2025,16
8041,13,3.0,12,J. Roulstone,Red Bull KTM Tech3,+21.568,Race,Moto3,JPN,2025,16
8042,14,2.0,83,A. Carpe,Red Bull KTM Ajo,+21.669,Race,Moto3,JPN,2025,16
8043,15,1.0,82,S. Nepa,SIC58 Squadra Corse,+22.631,Race,Moto3,JPN,2025,16
8044,16,0.0,14,C. Buchanan,DENSSI Racing - BOE,+24.383,Race,Moto3,JPN,2025,16
8045,17,0.0,95,M. Morelli,GRYD - Mlav Racing,+27.887,Race,Moto3,JPN,2025,16
8046,18,0.0,8,E. O'Shea,GRYD - Mlav Racing,+29.201,Race,Moto3,JPN,2025,16
8047,19,0.0,21,R. Moodley,DENSSI Racing - BOE,+35.122,Race,Moto3,JPN,2025,16
8048,20,0.0,54,R. Rossi,Rivacold Snipers Team,+35.305,Race,Moto3,JPN,2025,16
8049,21,0.0,19,S. Ogden,CIP Green Power,+68.971,Race,Moto3,JPN,2025,16
8050,DNF,0.0,22,D. Almansa,Leopard Racing,15 Laps,Race,Moto3,JPN,2025,16
8051,DNF,0.0,72,T. Furusato,Honda Team Asia,8 Laps,Race,Moto3,JPN,2025,16
8052,DNF,0.0,55,N. Dettwiler,CIP Green Power,1 Laps,Race,Moto3,JPN,2025,16
8053,DNF,0.0,93,A. Aditama,Honda Team Asia,,Race,Moto3,JPN,2025,16
8054,1,25.0,63,F. Bagnaia,Ducati Lenovo Team,42:09.312,Race,MotoGP,JPN,2025,16
8055,2,20.0,93,M. Marquez,Ducati Lenovo Team,+4.196,Race,MotoGP,JPN,2025,16
8056,3,16.0,36,J. Mir,Honda HRC Castrol,+6.858,Race,MotoGP,JPN,2025,16
8057,4,13.0,72,M. Bezzecchi,Aprilia Racing,+10.128,Race,MotoGP,JPN,2025,16
8058,5,11.0,21,F. Morbidelli,Pertamina Enduro VR46 Racing Team,+10.421,Race,MotoGP,JPN,2025,16
8059,6,10.0,73,A. Marquez,BK8 Gresini Racing MotoGP,+14.544,Race,MotoGP,JPN,2025,16
8060,7,9.0,25,R. Fernandez,Trackhouse MotoGP Team,+17.588,Race,MotoGP,JPN,2025,16
8061,8,8.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+21.160,Race,MotoGP,JPN,2025,16
8062,9,7.0,5,J. Zarco,CASTROL Honda LCR,+21.733,Race,MotoGP,JPN,2025,16
8063,10,6.0,54,F. Aldeguer ,BK8 Gresini Racing MotoGP,+23.107,Race,MotoGP,JPN,2025,16
8064,11,5.0,23,E. Bastianini,Red Bull KTM Tech3,+23.616,Race,MotoGP,JPN,2025,16
8065,12,4.0,33,B. Binder,Red Bull KTM Factory Racing,+23.882,Race,MotoGP,JPN,2025,16
8066,13,3.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+29.359,Race,MotoGP,JPN,2025,16
8067,14,2.0,88,M. Oliveira,Prima Pramac Yamaha MotoGP,+30.788,Race,MotoGP,JPN,2025,16
8068,15,1.0,35,S. Chantra,IDEMITSU Honda LCR,+30.990,Race,MotoGP,JPN,2025,16
8069,16,0.0,12,M. Viñales,Red Bull KTM Tech3,+31.712,Race,MotoGP,JPN,2025,16
8070,17,0.0,37,P. Acosta,Red Bull KTM Factory Racing,+34.157,Race,MotoGP,JPN,2025,16
8071,18,0.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+34.792,Race,MotoGP,JPN,2025,16
8072,DNF,0.0,43,J. Miller,Prima Pramac Yamaha MotoGP,21 Laps,Race,MotoGP,JPN,2025,16
8073,DNF,0.0,30,T. Nakagami,Honda HRC Test Team,19 Laps,Race,MotoGP,JPN,2025,16
8074,DNF,0.0,10,L. Marini,Honda HRC Castrol,2 Laps,Race,MotoGP,JPN,2025,16
8075,1,12.0,63,F. Bagnaia,Ducati Lenovo Team,20:59.113,Sprint,MotoGP,JPN,2025,16
8076,2,9.0,93,M. Marquez,Ducati Lenovo Team,+1.842,Sprint,MotoGP,JPN,2025,16
8077,3,7.0,37,P. Acosta,Red Bull KTM Factory Racing,+3.674,Sprint,MotoGP,JPN,2025,16
8078,4,6.0,36,J. Mir,Honda HRC Castrol,+4.300,Sprint,MotoGP,JPN,2025,16
8079,5,5.0,21,F. Morbidelli,Pertamina Enduro VR46 Racing Team,+5.130,Sprint,MotoGP,JPN,2025,16
8080,6,4.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+8.913,Sprint,MotoGP,JPN,2025,16
8081,7,3.0,10,L. Marini,Honda HRC Castrol,+9.102,Sprint,MotoGP,JPN,2025,16
8082,8,2.0,25,R. Fernandez,Trackhouse MotoGP Team,+10.334,Sprint,MotoGP,JPN,2025,16
8083,9,1.0,79,A. Ogura,Trackhouse MotoGP Team,+10.480,Sprint,MotoGP,JPN,2025,16
8084,10,0.0,73,A. Marquez,BK8 Gresini Racing MotoGP,+11.487,Sprint,MotoGP,JPN,2025,16
8085,11,0.0,54,F. Aldeguer ,BK8 Gresini Racing MotoGP,+13.492,Sprint,MotoGP,JPN,2025,16
8086,12,0.0,33,B. Binder,Red Bull KTM Factory Racing,+13.823,Sprint,MotoGP,JPN,2025,16
8087,13,0.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+15.425,Sprint,MotoGP,JPN,2025,16
8088,14,0.0,30,T. Nakagami,Honda HRC Test Team,+16.352,Sprint,MotoGP,JPN,2025,16
8089,15,0.0,88,M. Oliveira,Prima Pramac Yamaha MotoGP,+18.211,Sprint,MotoGP,JPN,2025,16
8090,16,0.0,12,M. Viñales,Red Bull KTM Tech3,+20.706,Sprint,MotoGP,JPN,2025,16
8091,17,0.0,35,S. Chantra,IDEMITSU Honda LCR,+21.883,Sprint,MotoGP,JPN,2025,16
8092,18,0.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+43.428,Sprint,MotoGP,JPN,2025,16
8093,DNF,0.0,43,J. Miller,Prima Pramac Yamaha MotoGP,11 Laps,Sprint,MotoGP,JPN,2025,16
8094,DNF,0.0,5,J. Zarco,CASTROL Honda LCR,9 Laps,Sprint,MotoGP,JPN,2025,16
8095,DNF,0.0,23,E. Bastianini,Red Bull KTM Tech3,6 Laps,Sprint,MotoGP,JPN,2025,16
8096,DNF,0.0,72,M. Bezzecchi,Aprilia Racing,,Sprint,MotoGP,JPN,2025,16
8097,DNF,0.0,1,J. Martin,Aprilia Racing,,Sprint,MotoGP,JPN,2025,16
8098,1,25.0,10,D. Moreira,Italtrans Racing Team,34:23.800,Race,Moto2,INA,2025,17
8099,2,20.0,28,I. Guevara,BLU CRU Pramac Yamaha Moto2,+7.261,Race,Moto2,INA,2025,17
8100,3,16.0,44,A. Canet,Fantic Racing,+9.050,Race,Moto2,INA,2025,17
8101,4,13.0,7,B. Baltus,Fantic Racing,+9.518,Race,Moto2,INA,2025,17
8102,5,11.0,75,A. Arenas,ITALJET Gresini Moto2,+11.109,Race,Moto2,INA,2025,17
8103,6,10.0,16,J. Roberts,Onlyfans American Racing Team,+11.544,Race,Moto2,INA,2025,17
8104,7,9.0,4,I. Ortola,QJMOTOR - FRINSA - MSI,+14.591,Race,Moto2,INA,2025,17
8105,8,8.0,95,C. Veijer,Red Bull KTM Ajo,+15.022,Race,Moto2,INA,2025,17
8106,9,7.0,96,J. Dixon,ELF Marc VDS Racing Team,+15.363,Race,Moto2,INA,2025,17
8107,10,6.0,99,A. Huertas,Italtrans Racing Team,+19.100,Race,Moto2,INA,2025,17
8108,11,5.0,15,D. Binder,ITALJET Gresini Moto2,+19.352,Race,Moto2,INA,2025,17
8109,12,4.0,81,S. Agius,LIQUI MOLY Dynavolt Intact GP,+19.501,Race,Moto2,INA,2025,17
8110,13,3.0,71,A. Sasaki,RW-Idrofoglia Racing GP,+22.632,Race,Moto2,INA,2025,17
8111,14,2.0,21,A. Lopez,Beta Tools SpeedRS Team,+23.648,Race,Moto2,INA,2025,17
8112,15,1.0,84,Z. Van Den Goorbergh,RW-Idrofoglia Racing GP,+23.994,Race,Moto2,INA,2025,17
8113,16,0.0,14,T. Arbolino,BLU CRU Pramac Yamaha Moto2,+27.880,Race,Moto2,INA,2025,17
8114,17,0.0,17,D. Muñoz,Red Bull KTM Ajo,+28.125,Race,Moto2,INA,2025,17
8115,18,0.0,92,Y. Kunii,Idemitsu Honda Team Asia,+32.451,Race,Moto2,INA,2025,17
8116,19,0.0,64,M. Suryo Aji,Idemitsu Honda Team Asia,+32.925,Race,Moto2,INA,2025,17
8117,20,0.0,9,J. Navarro,KLINT Forward Factory Team,+37.634,Race,Moto2,INA,2025,17
8118,DNF,0.0,13,C. Vietti,Beta Tools SpeedRS Team,18 Laps,Race,Moto2,INA,2025,17
8119,DNF,0.0,12,F. Salac,ELF Marc VDS Racing Team,17 Laps,Race,Moto2,INA,2025,17
8120,DNF,0.0,19,U. Orradre,QJMOTOR - FRINSA - MSI,14 Laps,Race,Moto2,INA,2025,17
8121,DNF,0.0,11,A. Escrig,KLINT Forward Factory Team,8 Laps,Race,Moto2,INA,2025,17
8122,DNF,0.0,27,D. Holgado,CFMOTO Power Electronics Aspar Team,5 Laps,Race,Moto2,INA,2025,17
8123,DNF,0.0,80,D. Alonso,CFMOTO Power Electronics Aspar Team,4 Laps,Race,Moto2,INA,2025,17
8124,DNF,0.0,24,M. Ramirez,Onlyfans American Racing Team,,Race,Moto2,INA,2025,17
8125,DNF,0.0,18,M. Gonzalez,LIQUI MOLY Dynavolt Intact GP,,Race,Moto2,INA,2025,17
8126,1,25.0,99,J. Rueda,Red Bull KTM Ajo,29:28.292,Race,Moto3,INA,2025,17
8127,2,20.0,58,L. Lunetta,SIC58 Squadra Corse,+0.305,Race,Moto3,INA,2025,17
8128,3,16.0,94,G. Pini,LIQUI MOLY Dynavolt Intact GP,+0.388,Race,Moto3,INA,2025,17
8129,4,13.0,28,M. Quiles,CFMOTO Gaviota Aspar Team,+3.027,Race,Moto3,INA,2025,17
8130,5,11.0,12,J. Roulstone,Red Bull KTM Tech3,+4.978,Race,Moto3,INA,2025,17
8131,6,10.0,31,A. Fernandez,Leopard Racing,+5.747,Race,Moto3,INA,2025,17
8132,7,9.0,36,A. Piqueras ,FRINSA - MT Helmets - MSI,+6.154,Race,Moto3,INA,2025,17
8133,8,8.0,6,R. Yamanaka,FRINSA - MT Helmets - MSI,+16.144,Race,Moto3,INA,2025,17
8134,9,7.0,82,S. Nepa,SIC58 Squadra Corse,+16.483,Race,Moto3,INA,2025,17
8135,10,6.0,66,J. Kelso,LEVELUP-MTA,+20.248,Race,Moto3,INA,2025,17
8136,11,5.0,18,M. Bertelle,LEVELUP-MTA,+21.065,Race,Moto3,INA,2025,17
8137,12,4.0,71,D. Foggia,CFMOTO Gaviota Aspar Team,+21.378,Race,Moto3,INA,2025,17
8138,13,3.0,21,R. Moodley,DENSSI Racing - BOE,+22.168,Race,Moto3,INA,2025,17
8139,14,2.0,95,M. Morelli,GRYD - Mlav Racing,+24.795,Race,Moto3,INA,2025,17
8140,15,1.0,8,E. O'Shea,GRYD - Mlav Racing,+24.973,Race,Moto3,INA,2025,17
8141,16,0.0,14,C. Buchanan,DENSSI Racing - BOE,+25.104,Race,Moto3,INA,2025,17
8142,17,0.0,55,N. Dettwiler,CIP Green Power,+30.833,Race,Moto3,INA,2025,17
8143,18,0.0,54,R. Rossi,Rivacold Snipers Team,+34.530,Race,Moto3,INA,2025,17
8144,19,0.0,93,A. Aditama,Honda Team Asia,+0.000,Race,Moto3,INA,2025,17
8145,DNF,0.0,64,D. Muñoz ,LIQUI MOLY Dynavolt Intact GP,17 Laps,Race,Moto3,INA,2025,17
8146,DNF,0.0,22,D. Almansa,Leopard Racing,15 Laps,Race,Moto3,INA,2025,17
8147,DNF,0.0,72,T. Furusato,Honda Team Asia,14 Laps,Race,Moto3,INA,2025,17
8148,DNF,0.0,19,S. Ogden,CIP Green Power,13 Laps,Race,Moto3,INA,2025,17
8149,DNF,0.0,83,A. Carpe,Red Bull KTM Ajo,13 Laps,Race,Moto3,INA,2025,17
8150,DNF,0.0,2,Z. Mitani,Rivacold Snipers Team,11 Laps,Race,Moto3,INA,2025,17
8151,1,25.0,54,F. Aldeguer ,BK8 Gresini Racing MotoGP,41:07.651,Race,MotoGP,INA,2025,17
8152,2,20.0,37,P. Acosta,Red Bull KTM Factory Racing,+6.987,Race,MotoGP,INA,2025,17
8153,3,16.0,73,A. Marquez,BK8 Gresini Racing MotoGP,+7.896,Race,MotoGP,INA,2025,17
8154,4,13.0,33,B. Binder,Red Bull KTM Factory Racing,+8.901,Race,MotoGP,INA,2025,17
8155,5,11.0,10,L. Marini,Honda HRC Castrol,+9.129,Race,MotoGP,INA,2025,17
8156,6,10.0,25,R. Fernandez,Trackhouse MotoGP Team,+9.709,Race,MotoGP,INA,2025,17
8157,7,9.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+9.894,Race,MotoGP,INA,2025,17
8158,8,8.0,21,F. Morbidelli,Pertamina Enduro VR46 Racing Team,+10.087,Race,MotoGP,INA,2025,17
8159,9,7.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+10.350,Race,MotoGP,INA,2025,17
8160,10,6.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+13.223,Race,MotoGP,INA,2025,17
8161,11,5.0,88,M. Oliveira,Prima Pramac Yamaha MotoGP,+19.769,Race,MotoGP,INA,2025,17
8162,12,4.0,5,J. Zarco,CASTROL Honda LCR,+27.597,Race,MotoGP,INA,2025,17
8163,13,3.0,35,S. Chantra,IDEMITSU Honda LCR,+48.035,Race,MotoGP,INA,2025,17
8164,14,2.0,43,J. Miller,Prima Pramac Yamaha MotoGP,+55.540,Race,MotoGP,INA,2025,17
8165,DNF,0.0,23,E. Bastianini,Red Bull KTM Tech3,12 Laps,Race,MotoGP,INA,2025,17
8166,DNF,0.0,63,F. Bagnaia,Ducati Lenovo Team,7 Laps,Race,MotoGP,INA,2025,17
8167,DNF,0.0,36,J. Mir,Honda HRC Castrol,2 Laps,Race,MotoGP,INA,2025,17
8168,DNF,0.0,72,M. Bezzecchi,Aprilia Racing,,Race,MotoGP,INA,2025,17
8169,DNF,0.0,93,M. Marquez,Ducati Lenovo Team,,Race,MotoGP,INA,2025,17
8170,1,25.0,54,F. Aldeguer ,BK8 Gresini Racing MotoGP,41:07.651,Race,MotoGP,INA,2025,17
8171,2,20.0,37,P. Acosta,Red Bull KTM Factory Racing,+6.987,Race,MotoGP,INA,2025,17
8172,3,16.0,73,A. Marquez,BK8 Gresini Racing MotoGP,+7.896,Race,MotoGP,INA,2025,17
8173,4,13.0,33,B. Binder,Red Bull KTM Factory Racing,+8.901,Race,MotoGP,INA,2025,17
8174,5,11.0,10,L. Marini,Honda HRC Castrol,+9.129,Race,MotoGP,INA,2025,17
8175,6,10.0,25,R. Fernandez,Trackhouse MotoGP Team,+9.709,Race,MotoGP,INA,2025,17
8176,7,9.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+9.894,Race,MotoGP,INA,2025,17
8177,8,8.0,21,F. Morbidelli,Pertamina Enduro VR46 Racing Team,+10.087,Race,MotoGP,INA,2025,17
8178,9,7.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+10.350,Race,MotoGP,INA,2025,17
8179,10,6.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+13.223,Race,MotoGP,INA,2025,17
8180,11,5.0,88,M. Oliveira,Prima Pramac Yamaha MotoGP,+19.769,Race,MotoGP,INA,2025,17
8181,12,4.0,5,J. Zarco,CASTROL Honda LCR,+27.597,Race,MotoGP,INA,2025,17
8182,13,3.0,35,S. Chantra,IDEMITSU Honda LCR,+48.035,Race,MotoGP,INA,2025,17
8183,14,2.0,43,J. Miller,Prima Pramac Yamaha MotoGP,+55.540,Race,MotoGP,INA,2025,17
8184,DNF,0.0,23,E. Bastianini,Red Bull KTM Tech3,12 Laps,Race,MotoGP,INA,2025,17
8185,DNF,0.0,63,F. Bagnaia,Ducati Lenovo Team,7 Laps,Race,MotoGP,INA,2025,17
8186,DNF,0.0,36,J. Mir,Honda HRC Castrol,2 Laps,Race,MotoGP,INA,2025,17
8187,DNF,0.0,72,M. Bezzecchi,Aprilia Racing,,Race,MotoGP,INA,2025,17
8188,DNF,0.0,93,M. Marquez,Ducati Lenovo Team,,Race,MotoGP,INA,2025,17
8189,1,12.0,72,M. Bezzecchi,Aprilia Racing,19:37.047,Sprint,MotoGP,INA,2025,17
8190,2,9.0,54,F. Aldeguer ,BK8 Gresini Racing MotoGP,+0.157,Sprint,MotoGP,INA,2025,17
8191,3,7.0,25,R. Fernandez,Trackhouse MotoGP Team,+4.062,Sprint,MotoGP,INA,2025,17
8192,4,6.0,73,A. Marquez,BK8 Gresini Racing MotoGP,+5.832,Sprint,MotoGP,INA,2025,17
8193,5,5.0,36,J. Mir,Honda HRC Castrol,+8.759,Sprint,MotoGP,INA,2025,17
8194,6,4.0,93,M. Marquez,Ducati Lenovo Team,+9.772,Sprint,MotoGP,INA,2025,17
8195,7,3.0,21,F. Morbidelli,Pertamina Enduro VR46 Racing Team,+11.980,Sprint,MotoGP,INA,2025,17
8196,8,2.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+12.096,Sprint,MotoGP,INA,2025,17
8197,9,1.0,88,M. Oliveira,Prima Pramac Yamaha MotoGP,+12.988,Sprint,MotoGP,INA,2025,17
8198,10,0.0,33,B. Binder,Red Bull KTM Factory Racing,+13.312,Sprint,MotoGP,INA,2025,17
8199,11,0.0,43,J. Miller,Prima Pramac Yamaha MotoGP,+15.905,Sprint,MotoGP,INA,2025,17
8200,12,0.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+16.226,Sprint,MotoGP,INA,2025,17
8201,13,0.0,10,L. Marini,Honda HRC Castrol,+17.621,Sprint,MotoGP,INA,2025,17
8202,14,0.0,63,F. Bagnaia,Ducati Lenovo Team,+29.393,Sprint,MotoGP,INA,2025,17
8203,DNF,0.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,12 Laps,Sprint,MotoGP,INA,2025,17
8204,DNF,0.0,5,J. Zarco,CASTROL Honda LCR,9 Laps,Sprint,MotoGP,INA,2025,17
8205,DNF,0.0,37,P. Acosta,Red Bull KTM Factory Racing,6 Laps,Sprint,MotoGP,INA,2025,17
8206,DNF,0.0,23,E. Bastianini,Red Bull KTM Tech3,2 Laps,Sprint,MotoGP,INA,2025,17
8207,DNF,0.0,35,S. Chantra,IDEMITSU Honda LCR,,Sprint,MotoGP,INA,2025,17
8208,1,12.0,72,M. Bezzecchi,Aprilia Racing,19:37.047,Sprint,MotoGP,INA,2025,17
8209,2,9.0,54,F. Aldeguer ,BK8 Gresini Racing MotoGP,+0.157,Sprint,MotoGP,INA,2025,17
8210,3,7.0,25,R. Fernandez,Trackhouse MotoGP Team,+4.062,Sprint,MotoGP,INA,2025,17
8211,4,6.0,73,A. Marquez,BK8 Gresini Racing MotoGP,+5.832,Sprint,MotoGP,INA,2025,17
8212,5,5.0,36,J. Mir,Honda HRC Castrol,+8.759,Sprint,MotoGP,INA,2025,17
8213,6,4.0,93,M. Marquez,Ducati Lenovo Team,+9.772,Sprint,MotoGP,INA,2025,17
8214,7,3.0,21,F. Morbidelli,Pertamina Enduro VR46 Racing Team,+11.980,Sprint,MotoGP,INA,2025,17
8215,8,2.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+12.096,Sprint,MotoGP,INA,2025,17
8216,9,1.0,88,M. Oliveira,Prima Pramac Yamaha MotoGP,+12.988,Sprint,MotoGP,INA,2025,17
8217,10,0.0,33,B. Binder,Red Bull KTM Factory Racing,+13.312,Sprint,MotoGP,INA,2025,17
8218,11,0.0,43,J. Miller,Prima Pramac Yamaha MotoGP,+15.905,Sprint,MotoGP,INA,2025,17
8219,12,0.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+16.226,Sprint,MotoGP,INA,2025,17
8220,13,0.0,10,L. Marini,Honda HRC Castrol,+17.621,Sprint,MotoGP,INA,2025,17
8221,14,0.0,63,F. Bagnaia,Ducati Lenovo Team,+29.393,Sprint,MotoGP,INA,2025,17
8222,DNF,0.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,12 Laps,Sprint,MotoGP,INA,2025,17
8223,DNF,0.0,5,J. Zarco,CASTROL Honda LCR,9 Laps,Sprint,MotoGP,INA,2025,17
8224,DNF,0.0,37,P. Acosta,Red Bull KTM Factory Racing,6 Laps,Sprint,MotoGP,INA,2025,17
8225,DNF,0.0,23,E. Bastianini,Red Bull KTM Tech3,2 Laps,Sprint,MotoGP,INA,2025,17
8226,DNF,0.0,35,S. Chantra,IDEMITSU Honda LCR,,Sprint,MotoGP,INA,2025,17
8227,1,25.0,81,S. Agius,LIQUI MOLY Dynavolt Intact GP,35:00.085,Race,Moto2,AUS,2025,18
8228,2,20.0,80,D. Alonso,CFMOTO Power Electronics Aspar Team,+3.684,Race,Moto2,AUS,2025,18
8229,3,16.0,10,D. Moreira,Italtrans Racing Team,+3.721,Race,Moto2,AUS,2025,18
8230,4,13.0,27,D. Holgado,CFMOTO Power Electronics Aspar Team,+4.440,Race,Moto2,AUS,2025,18
8231,5,11.0,96,J. Dixon,ELF Marc VDS Racing Team,+4.451,Race,Moto2,AUS,2025,18
8232,6,10.0,7,B. Baltus,Fantic Racing,+5.378,Race,Moto2,AUS,2025,18
8233,7,9.0,18,M. Gonzalez,LIQUI MOLY Dynavolt Intact GP,+5.783,Race,Moto2,AUS,2025,18
8234,8,8.0,75,A. Arenas,ITALJET Gresini Moto2,+6.922,Race,Moto2,AUS,2025,18
8235,9,7.0,44,A. Canet,Fantic Racing,+9.842,Race,Moto2,AUS,2025,18
8236,10,6.0,71,A. Sasaki,RW-Idrofoglia Racing GP,+11.351,Race,Moto2,AUS,2025,18
8237,11,5.0,99,A. Huertas,Italtrans Racing Team,+11.727,Race,Moto2,AUS,2025,18
8238,12,4.0,95,C. Veijer,Red Bull KTM Ajo,+12.094,Race,Moto2,AUS,2025,18
8239,13,3.0,16,J. Roberts,Onlyfans American Racing Team,+12.466,Race,Moto2,AUS,2025,18
8240,14,2.0,15,D. Binder,ITALJET Gresini Moto2,+12.927,Race,Moto2,AUS,2025,18
8241,15,1.0,21,A. Lopez,Beta Tools SpeedRS Team,+19.516,Race,Moto2,AUS,2025,18
8242,16,0.0,28,I. Guevara,BLU CRU Pramac Yamaha Moto2,+19.545,Race,Moto2,AUS,2025,18
8243,17,0.0,14,T. Arbolino,BLU CRU Pramac Yamaha Moto2,+19.689,Race,Moto2,AUS,2025,18
8244,18,0.0,4,I. Ortola,QJMOTOR - FRINSA - MSI,+23.054,Race,Moto2,AUS,2025,18
8245,19,0.0,13,C. Vietti,Beta Tools SpeedRS Team,+25.627,Race,Moto2,AUS,2025,18
8246,20,0.0,64,M. Suryo Aji,Idemitsu Honda Team Asia,+25.699,Race,Moto2,AUS,2025,18
8247,21,0.0,17,D. Muñoz,Red Bull KTM Ajo,+25.745,Race,Moto2,AUS,2025,18
8248,22,0.0,84,Z. Van Den Goorbergh,RW-Idrofoglia Racing GP,+26.217,Race,Moto2,AUS,2025,18
8249,23,0.0,11,A. Escrig,KLINT Forward Factory Team,+32.863,Race,Moto2,AUS,2025,18
8250,24,0.0,9,J. Navarro,KLINT Forward Factory Team,+46.777,Race,Moto2,AUS,2025,18
8251,25,0.0,92,Y. Kunii,Idemitsu Honda Team Asia,+47.779,Race,Moto2,AUS,2025,18
8252,26,0.0,29,H. Voight,QJMOTOR - FRINSA - MSI,+61.394,Race,Moto2,AUS,2025,18
8253,DNF,0.0,24,M. Ramirez,Onlyfans American Racing Team,10 Laps,Race,Moto2,AUS,2025,18
8254,1,25.0,99,J. Rueda,Red Bull KTM Ajo,33:39.062,Race,Moto3,AUS,2025,18
8255,2,20.0,66,J. Kelso,LEVELUP-MTA,+0.829,Race,Moto3,AUS,2025,18
8256,3,16.0,83,A. Carpe,Red Bull KTM Ajo,+12.638,Race,Moto3,AUS,2025,18
8257,4,13.0,78,J. Esteban,CFMOTO Gaviota Aspar Team,+12.696,Race,Moto3,AUS,2025,18
8258,5,11.0,28,M. Quiles,CFMOTO Gaviota Aspar Team,+12.773,Race,Moto3,AUS,2025,18
8259,6,10.0,31,A. Fernandez,Leopard Racing,+13.251,Race,Moto3,AUS,2025,18
8260,7,9.0,58,L. Lunetta,SIC58 Squadra Corse,+13.753,Race,Moto3,AUS,2025,18
8261,8,8.0,72,T. Furusato,Honda Team Asia,+13.921,Race,Moto3,AUS,2025,18
8262,9,7.0,22,D. Almansa,Leopard Racing,+13.979,Race,Moto3,AUS,2025,18
8263,10,6.0,18,M. Bertelle,LEVELUP-MTA,+15.294,Race,Moto3,AUS,2025,18
8264,11,5.0,14,C. Buchanan,DENSSI Racing - BOE,+25.420,Race,Moto3,AUS,2025,18
8265,12,4.0,94,G. Pini,LIQUI MOLY Dynavolt Intact GP,+25.716,Race,Moto3,AUS,2025,18
8266,13,3.0,10,N. Carraro,Rivacold Snipers Team,+25.755,Race,Moto3,AUS,2025,18
8267,14,2.0,19,S. Ogden,CIP Green Power,+25.803,Race,Moto3,AUS,2025,18
8268,15,1.0,82,S. Nepa,SIC58 Squadra Corse,+25.917,Race,Moto3,AUS,2025,18
8269,16,0.0,8,E. O'Shea,GRYD - Mlav Racing,+26.047,Race,Moto3,AUS,2025,18
8270,17,0.0,36,A. Piqueras ,FRINSA - MT Helmets - MSI,+30.653,Race,Moto3,AUS,2025,18
8271,18,0.0,95,M. Morelli,GRYD - Mlav Racing,+33.455,Race,Moto3,AUS,2025,18
8272,19,0.0,51,B. Uriarte,LIQUI MOLY Dynavolt Intact GP,+33.823,Race,Moto3,AUS,2025,18
