result_id,pos.,pts,no,rider,Team,time / gap,session,class,event,year,event_id
2642,19,0.0,71,D. Foggia,Italtrans Racing Team,+35.235,Race,Moto2,NED,2023,7
2643,20,0.0,84,Z. Van Den Goorbergh,Fieten Olie Racing GP,+50.394,Race,Moto2,NED,2023,7
2644,21,0.0,23,T. Hada,Pertamina Mandalika SAG Team,+69.768,Race,Moto2,NED,2023,7
2645,22,0.0,55,Y. Ruiz ,Forward Team,+0.000,Race,Moto2,NED,2023,7
2646,DNF,0.0,12,F. Salac,QJMOTOR Gresini Moto2,21 laps,Race,Moto2,NED,2023,7
2647,DNF,0.0,72,B. Gomez,Fantic Racing,18 laps,Race,Moto2,NED,2023,7
2648,DNF,0.0,17,A. Escrig,Forward Team,17 laps,Race,Moto2,NED,2023,7
2649,DNF,0.0,4,S. Kelly,OnlyFans American Racing,15 laps,Race,Moto2,NED,2023,7
2650,DNF,0.0,28,I. Guevara,Inde GASGAS Aspar Team,15 laps,Race,Moto2,NED,2023,7
2651,DNF,0.0,35,S. Chantra,IDEMITSU Honda Team Asia,9 laps,Race,Moto2,NED,2023,7
2652,1,25.0,5,J. Masia,Leopard Racing,34:14.619,Race,Moto3,NED,2023,7
2653,2,20.0,71,A. Sasaki,Liqui Moly Husqvarna Intact GP,+0.081,Race,Moto3,NED,2023,7
2654,3,16.0,53,D. Öncü,Red Bull KTM Ajo,+0.276,Race,Moto3,NED,2023,7
2655,4,13.0,48,I. Ortola,Angeluss MTA Team,+0.324,Race,Moto3,NED,2023,7
2656,5,11.0,44,D. Muñoz ,BOE Motorsports,+0.401,Race,Moto3,NED,2023,7
2657,6,10.0,99,J. Rueda,Red Bull KTM Ajo,+0.507,Race,Moto3,NED,2023,7
2658,7,9.0,95,C. Veijer,Liqui Moly Husqvarna Intact GP,+0.819,Race,Moto3,NED,2023,7
2659,8,8.0,55,R. Fenati,Rivacold Snipers Team,+1.056,Race,Moto3,NED,2023,7
2660,9,7.0,66,J. Kelso,CFMOTO Racing PruestelGP,+1.341,Race,Moto3,NED,2023,7
2661,10,6.0,82,S. Nepa,Angeluss MTA Team,+2.024,Race,Moto3,NED,2023,7
2662,11,5.0,27,K. Toba,SIC58 Squadra Corse,+11.736,Race,Moto3,NED,2023,7
2663,12,4.0,10,D. Moreira,MT Helmets - MSI,+12.254,Race,Moto3,NED,2023,7
2664,13,3.0,80,D. Alonso,Valresa GASGAS Aspar M3,+12.317,Race,Moto3,NED,2023,7
2665,14,2.0,43,X. Artigas,CFMOTO Racing PruestelGP,+12.592,Race,Moto3,NED,2023,7
2666,15,1.0,6,R. Yamanaka,Valresa GASGAS Aspar M3,+12.594,Race,Moto3,NED,2023,7
2667,16,0.0,18,M. Bertelle,Rivacold Snipers Team,+12.646,Race,Moto3,NED,2023,7
2668,17,0.0,72,T. Furusato,Honda Team Asia,+12.898,Race,Moto3,NED,2023,7
2669,18,0.0,54,R. Rossi,SIC58 Squadra Corse,+13.041,Race,Moto3,NED,2023,7
2670,19,0.0,16,A. Migno,CIP Green Power,+13.100,Race,Moto3,NED,2023,7
2671,20,0.0,38,D. Salvador ,CIP Green Power,+14.651,Race,Moto3,NED,2023,7
2672,21,0.0,7,F. Farioli,Red Bull KTM Tech3,+22.458,Race,Moto3,NED,2023,7
2673,22,0.0,19,S. Ogden,VisionTrack Racing Team,+26.301,Race,Moto3,NED,2023,7
2674,23,0.0,64,M. Suryo Aji,Honda Team Asia,+26.374,Race,Moto3,NED,2023,7
2675,24,0.0,22,A. Carrasco,BOE Motorsports,+31.379,Race,Moto3,NED,2023,7
2676,25,0.0,96,D. Holgado,Red Bull KTM Tech3,+74.539,Race,Moto3,NED,2023,7
2677,DNF,0.0,31,A. Fernandez,Leopard Racing,4 laps,Race,Moto3,NED,2023,7
2678,DNF,0.0,70,J. Whatley,VisionTrack Racing Team,2 laps,Race,Moto3,NED,2023,7
2679,1,25.0,11,M. Ferrari,Felo Gresini MotoE,11:51.376,Race,MotoE,NED,2023,7
2680,2,20.0,81,J. Torres,Openbank Aspar Team,+0.078,Race,MotoE,NED,2023,7
2681,3,16.0,40,M. Casadei,HP Pons Los40,+1.610,Race,MotoE,NED,2023,7
2682,4,13.0,51,E. Granado,LCR E-Team,+1.826,Race,MotoE,NED,2023,7
2683,5,11.0,77,M. Pons,LCR E-Team,+2.858,Race,MotoE,NED,2023,7
2684,6,10.0,21,K. Zannoni,Ongetta SIC58 Squadracorse,+2.875,Race,MotoE,NED,2023,7
2685,7,9.0,61,A. Zaccone,Tech3 E-racing,+3.898,Race,MotoE,NED,2023,7
2686,8,8.0,29,N. Spinelli,HP Pons Los40,+3.978,Race,MotoE,NED,2023,7
2687,9,7.0,3,R. Krummenacher,Dynavolt Intact GP MotoE,+4.218,Race,MotoE,NED,2023,7
2688,10,6.0,34,K. Manfredi,Ongetta SIC58 Squadracorse,+6.343,Race,MotoE,NED,2023,7
2689,11,5.0,4,H. Garzo,Dynavolt Intact GP MotoE,+6.502,Race,MotoE,NED,2023,7
2690,12,4.0,78,H. Okubo,Tech3 E-racing,+8.620,Race,MotoE,NED,2023,7
2691,13,3.0,72,A. Finello,Felo Gresini MotoE,+10.119,Race,MotoE,NED,2023,7
2692,14,2.0,8,M. Perez,RNF MotoE Team,+12.683,Race,MotoE,NED,2023,7
2693,15,1.0,6,M. Herrera,OpenBank Aspar Team,+22.444,Race,MotoE,NED,2023,7
2694,DNF,0.0,23,L. Salvadori,Prettl Pramac MotoE,6 laps,Race,MotoE,NED,2023,7
2695,DNF,0.0,9,A. Mantovani,RNF MotoE Team,6 laps,Race,MotoE,NED,2023,7
2696,DNF,0.0,53,T. Rabat,Prettl Pramac MotoE,0 laps,Race,MotoE,NED,2023,7
2697,1,25.0,1,F. Bagnaia,Ducati Lenovo Team,40:37.640,Race,MotoGP,NED,2023,7
2698,2,20.0,72,M. Bezzecchi,Mooney VR46 Racing Team,+1.223,Race,MotoGP,NED,2023,7
2699,3,16.0,41,A. Espargaro,Aprilia Racing,+1.925,Race,MotoGP,NED,2023,7
2700,4,13.0,33,B. Binder,Red Bull KTM Factory Racing,+1.528,Race,MotoGP,NED,2023,7
2701,5,11.0,89,J. Martin,Prima Pramac Racing,+1.934,Race,MotoGP,NED,2023,7
2702,6,10.0,73,A. Marquez,Gresini Racing MotoGP,+12.437,Race,MotoGP,NED,2023,7
2703,7,9.0,10,L. Marini,Mooney VR46 Racing Team,+14.174,Race,MotoGP,NED,2023,7
2704,8,8.0,30,T. Nakagami,LCR Honda IDEMITSU,+14.616,Race,MotoGP,NED,2023,7
2705,9,7.0,21,F. Morbidelli,Monster Energy Yamaha MotoGP,+29.335,Race,MotoGP,NED,2023,7
2706,10,6.0,37,A. Fernandez,GASGAS Factory Racing Tech3,+33.736,Race,MotoGP,NED,2023,7
2707,11,5.0,32,L. Savadori,Aprilia Racing,+35.084,Race,MotoGP,NED,2023,7
2708,12,4.0,25,R. Fernandez,CryptoDATA RNF MotoGP Team,+39.622,Race,MotoGP,NED,2023,7
2709,13,3.0,6,S. Bradl,LCR Honda CASTROL,+42.504,Race,MotoGP,NED,2023,7
2710,14,2.0,94,J. Folger,GASGAS Factory Racing Tech3,+45.609,Race,MotoGP,NED,2023,7
2711,DNF,0.0,49,F. Di Giannantonio,Gresini Racing MotoGP,18 laps,Race,MotoGP,NED,2023,7
2712,DNF,0.0,27,I. Lecuona,Repsol Honda Team,14 laps,Race,MotoGP,NED,2023,7
2713,DNF,0.0,88,M. Oliveira,CryptoDATA RNF MotoGP Team,12 laps,Race,MotoGP,NED,2023,7
2714,DNF,0.0,23,E. Bastianini,Ducati Lenovo Team,6 laps,Race,MotoGP,NED,2023,7
2715,DNF,0.0,12,M. Viñales,Aprilia Racing,3 laps,Race,MotoGP,NED,2023,7
2716,DNF,0.0,5,J. Zarco,Prima Pramac Racing,2 laps,Race,MotoGP,NED,2023,7
2717,DNF,0.0,20,F. Quartararo,Monster Energy Yamaha MotoGP,2 laps,Race,MotoGP,NED,2023,7
2718,DNF,0.0,43,J. Miller,Red Bull KTM Factory Racing,1 laps,Race,MotoGP,NED,2023,7
2719,1,12.0,72,M. Bezzecchi,Mooney VR46 Racing Team,20:09.174,Sprint,MotoGP,NED,2023,7
2720,2,9.0,1,F. Bagnaia,Ducati Lenovo Team,+1.294,Sprint,MotoGP,NED,2023,7
2721,3,7.0,20,F. Quartararo,Monster Energy Yamaha MotoGP,+1.872,Sprint,MotoGP,NED,2023,7
2722,4,6.0,41,A. Espargaro,Aprilia Racing,+2.245,Sprint,MotoGP,NED,2023,7
2723,5,5.0,33,B. Binder,Red Bull KTM Factory Racing,+4.582,Sprint,MotoGP,NED,2023,7
2724,6,4.0,89,J. Martin,Prima Pramac Racing,+5.036,Sprint,MotoGP,NED,2023,7
2725,7,3.0,12,M. Viñales,Aprilia Racing,+5.876,Sprint,MotoGP,NED,2023,7
2726,8,2.0,23,E. Bastianini,Ducati Lenovo Team,+10.102,Sprint,MotoGP,NED,2023,7
2727,9,1.0,73,A. Marquez,Gresini Racing MotoGP,+10.525,Sprint,MotoGP,NED,2023,7
2728,10,0.0,10,L. Marini,Mooney VR46 Racing Team,+10.556,Sprint,MotoGP,NED,2023,7
2729,11,0.0,43,J. Miller,Red Bull KTM Factory Racing,+11.191,Sprint,MotoGP,NED,2023,7
2730,12,0.0,30,T. Nakagami,LCR Honda IDEMITSU,+11.473,Sprint,MotoGP,NED,2023,7
2731,13,0.0,5,J. Zarco,Prima Pramac Racing,+15.439,Sprint,MotoGP,NED,2023,7
2732,14,0.0,37,A. Fernandez,GASGAS Factory Racing Tech3,+17.754,Sprint,MotoGP,NED,2023,7
2733,15,0.0,21,F. Morbidelli,Monster Energy Yamaha MotoGP,+19.508,Sprint,MotoGP,NED,2023,7
2734,16,0.0,32,L. Savadori,Aprilia Racing,+19.664,Sprint,MotoGP,NED,2023,7
2735,17,0.0,93,M. Marquez,Repsol Honda Team,+19.916,Sprint,MotoGP,NED,2023,7
2736,18,0.0,25,R. Fernandez,CryptoDATA RNF MotoGP Team,+20.583,Sprint,MotoGP,NED,2023,7
2737,19,0.0,88,M. Oliveira,CryptoDATA RNF MotoGP Team,+24.269,Sprint,MotoGP,NED,2023,7
2738,20,0.0,27,I. Lecuona,Repsol Honda Team,+24.727,Sprint,MotoGP,NED,2023,7
2739,21,0.0,94,J. Folger,GASGAS Factory Racing Tech3,+32.056,Sprint,MotoGP,NED,2023,7
2740,22,0.0,6,S. Bradl,LCR Honda CASTROL,+35.372,Sprint,MotoGP,NED,2023,7
2741,DNF,0.0,49,F. Di Giannantonio,Gresini Racing MotoGP,3 laps,Sprint,MotoGP,NED,2023,7
2742,1,25.0,54,F. Aldeguer ,Beta Tools SpeedUp,35:37.758,Race,Moto2,GBR,2023,8
2743,2,20.0,40,A. Canet,Pons Wegow Los40,+2.546,Race,Moto2,GBR,2023,8
2744,3,16.0,37,P. Acosta,Red Bull KTM Ajo,+3.883,Race,Moto2,GBR,2023,8
2745,4,13.0,16,J. Roberts,Italtrans Racing Team,+6.460,Race,Moto2,GBR,2023,8
2746,5,11.0,18,M. Gonzalez,Correos Prepago Yamaha VR46 MasterCamp,+7.162,Race,Moto2,GBR,2023,8
2747,6,10.0,7,B. Baltus,Fieten Olie Racing GP,+7.574,Race,Moto2,GBR,2023,8
2748,7,9.0,22,S. Lowes,Elf Marc VDS Racing Team,+7.623,Race,Moto2,GBR,2023,8
2749,8,8.0,79,A. Ogura,IDEMITSU Honda Team Asia,+9.138,Race,Moto2,GBR,2023,8
2750,9,7.0,35,S. Chantra,IDEMITSU Honda Team Asia,+12.280,Race,Moto2,GBR,2023,8
2751,10,6.0,14,T. Arbolino,Elf Marc VDS Racing Team,+13.094,Race,Moto2,GBR,2023,8
2752,11,5.0,52,J. Alcoba,QJMOTOR Gresini Moto2,+16.571,Race,Moto2,GBR,2023,8
2753,12,4.0,13,C. Vietti,Fantic Racing,+16.708,Race,Moto2,GBR,2023,8
2754,13,3.0,12,F. Salac,QJMOTOR Gresini Moto2,+16.828,Race,Moto2,GBR,2023,8
2755,14,2.0,75,A. Arenas,Red Bull KTM Ajo,+18.835,Race,Moto2,GBR,2023,8
2756,15,1.0,15,D. Binder,Liqui Moly Husqvarna Intact GP,+29.061,Race,Moto2,GBR,2023,8
2757,16,0.0,3,L. Tulovic,Liqui Moly Husqvarna Intact GP,+29.556,Race,Moto2,GBR,2023,8
2758,17,0.0,64,B. Bendsneyder,Pertamina Mandalika SAG Team,+38.437,Race,Moto2,GBR,2023,8
2759,18,0.0,17,A. Escrig,Forward Team,+40.838,Race,Moto2,GBR,2023,8
2760,19,0.0,24,M. Ramirez,Forward Team,+42.853,Race,Moto2,GBR,2023,8
2761,20,0.0,84,Z. Van Den Goorbergh,Fieten Olie Racing GP,+45.139,Race,Moto2,GBR,2023,8
2762,21,0.0,28,I. Guevara,Tensite GASGAS Aspar Team,+65.750,Race,Moto2,GBR,2023,8
2763,22,0.0,5,K. Nozane,Correos Prepago Yamaha VR46 MasterCamp,+70.688,Race,Moto2,GBR,2023,8
2764,DNF,0.0,21,A. Lopez,Beta Tools SpeedUp,7 laps,Race,Moto2,GBR,2023,8
2765,DNF,0.0,11,S. Garcia,Pons Wegow Los40,3 laps,Race,Moto2,GBR,2023,8
2766,DNF,0.0,23,T. Hada,Pertamina Mandalika SAG Team,,Race,Moto2,GBR,2023,8
2767,DNF,0.0,33,R. Skinner,OnlyFans American Racing,,Race,Moto2,GBR,2023,8
2768,DNF,0.0,72,B. Gomez,Fantic Racing,,Race,Moto2,GBR,2023,8
2769,DNF,0.0,96,J. Dixon,Tensite GASGAS Aspar Team,,Race,Moto2,GBR,2023,8
2770,DNF,0.0,71,D. Foggia,Italtrans Racing Team,,Race,Moto2,GBR,2023,8
2771,1,25.0,80,D. Alonso,Gaviota GASGAS Aspar M3,33:35.396,Race,Moto3,GBR,2023,8
2772,2,20.0,71,A. Sasaki,Liqui Moly Husqvarna Intact GP,+0.152,Race,Moto3,GBR,2023,8
2773,3,16.0,96,D. Holgado,Red Bull KTM Tech3,+0.203,Race,Moto3,GBR,2023,8
2774,4,13.0,48,I. Ortola,Angeluss MTA Team,+0.337,Race,Moto3,GBR,2023,8
2775,5,11.0,44,D. Muñoz ,BOE Motorsports,+0.471,Race,Moto3,GBR,2023,8
2776,6,10.0,38,D. Salvador ,CIP Green Power,+0.839,Race,Moto3,GBR,2023,8
2777,7,9.0,10,D. Moreira,MT Helmets - MSI,+0.767,Race,Moto3,GBR,2023,8
2778,8,8.0,99,J. Rueda,Red Bull KTM Ajo,+0.892,Race,Moto3,GBR,2023,8
2779,9,7.0,95,C. Veijer,Liqui Moly Husqvarna Intact GP,+0.941,Race,Moto3,GBR,2023,8
2780,10,6.0,55,R. Fenati,Rivacold Snipers Team,+0.977,Race,Moto3,GBR,2023,8
2781,11,5.0,53,D. Öncü,Red Bull KTM Ajo,+1.140,Race,Moto3,GBR,2023,8
2782,12,4.0,82,S. Nepa,Angeluss MTA Team,+1.227,Race,Moto3,GBR,2023,8
2783,13,3.0,54,R. Rossi,SIC58 Squadra Corse,+1.331,Race,Moto3,GBR,2023,8
2784,14,2.0,27,K. Toba,SIC58 Squadra Corse,+1.386,Race,Moto3,GBR,2023,8
2785,15,1.0,6,R. Yamanaka,Gaviota GASGAS Aspar M3,+1.572,Race,Moto3,GBR,2023,8
2786,16,0.0,66,J. Kelso,CFMOTO Racing PruestelGP,+2.270,Race,Moto3,GBR,2023,8
2787,17,0.0,19,S. Ogden,VisionTrack Racing Team,+1.902,Race,Moto3,GBR,2023,8
2788,18,0.0,5,J. Masia,Leopard Racing,+11.314,Race,Moto3,GBR,2023,8
2789,19,0.0,7,F. Farioli,Red Bull KTM Tech3,+14.167,Race,Moto3,GBR,2023,8
2790,20,0.0,72,T. Furusato,Honda Team Asia,+14.274,Race,Moto3,GBR,2023,8
2791,21,0.0,43,X. Artigas,CFMOTO Racing PruestelGP,+17.646,Race,Moto3,GBR,2023,8
2792,22,0.0,64,M. Suryo Aji,Honda Team Asia,+17.825,Race,Moto3,GBR,2023,8
2793,23,0.0,22,A. Carrasco,BOE Motorsports,+17.986,Race,Moto3,GBR,2023,8
2794,24,0.0,20,L. Fellon,CIP Green Power,+20.763,Race,Moto3,GBR,2023,8
2795,25,0.0,70,J. Whatley,VisionTrack Racing Team,+28.774,Race,Moto3,GBR,2023,8
2796,DNF,0.0,63,S. Azman,MT Helmets - MSI,13 laps,Race,Moto3,GBR,2023,8
2797,DNF,0.0,24,T. Suzuki,Leopard Racing,12 laps,Race,Moto3,GBR,2023,8
2798,DNF,0.0,18,M. Bertelle,Rivacold Snipers Team,11 laps,Race,Moto3,GBR,2023,8
2799,1,25.0,40,M. Casadei,HP Pons Los40,14:07.906,Race,MotoE,GBR,2023,8
2800,2,20.0,51,E. Granado,LCR E-Team,+1.108,Race,MotoE,GBR,2023,8
2801,3,16.0,29,N. Spinelli,HP Pons Los40,+6.776,Race,MotoE,GBR,2023,8
2802,4,13.0,81,J. Torres,Openbank Aspar Team,+6.909,Race,MotoE,GBR,2023,8
2803,5,11.0,4,H. Garzo,Dynavolt Intact GP MotoE,+7.724,Race,MotoE,GBR,2023,8
2804,6,10.0,9,A. Mantovani,RNF MotoE Team,+9.115,Race,MotoE,GBR,2023,8
2805,7,9.0,11,M. Ferrari,Felo Gresini MotoE,+10.359,Race,MotoE,GBR,2023,8
2806,8,8.0,78,H. Okubo,Tech3 E-racing,+19.483,Race,MotoE,GBR,2023,8
2807,9,7.0,34,K. Manfredi,Ongetta SIC58 Squadracorse,+19.776,Race,MotoE,GBR,2023,8
2808,10,6.0,8,M. Perez,RNF MotoE Team,+19.846,Race,MotoE,GBR,2023,8
2809,11,5.0,23,L. Salvadori,Prettl Pramac MotoE,+21.056,Race,MotoE,GBR,2023,8
2810,12,4.0,72,A. Finello,Felo Gresini MotoE,+65.854,Race,MotoE,GBR,2023,8
2811,13,3.0,6,M. Herrera,OpenBank Aspar Team,+66.501,Race,MotoE,GBR,2023,8
2812,DNF,0.0,3,R. Krummenacher,Dynavolt Intact GP MotoE,,Race,MotoE,GBR,2023,8
2813,DNF,0.0,53,T. Rabat,Prettl Pramac MotoE,,Race,MotoE,GBR,2023,8
2814,DNF,0.0,21,K. Zannoni,Ongetta SIC58 Squadracorse,,Race,MotoE,GBR,2023,8
2815,DNF,0.0,61,A. Zaccone,Tech3 E-racing,,Race,MotoE,GBR,2023,8
2816,DNF,0.0,77,M. Pons,LCR E-Team,,Race,MotoE,GBR,2023,8
2817,1,25.0,41,A. Espargaro,Aprilia Racing,40:40.367,Race,MotoGP,GBR,2023,8
2818,2,20.0,1,F. Bagnaia,Ducati Lenovo Team,+0.215,Race,MotoGP,GBR,2023,8
2819,3,16.0,33,B. Binder,Red Bull KTM Factory Racing,+0.680,Race,MotoGP,GBR,2023,8
2820,4,13.0,88,M. Oliveira,CryptoDATA RNF MotoGP Team,+0.750,Race,MotoGP,GBR,2023,8
2821,5,11.0,12,M. Viñales,Aprilia Racing,+2.101,Race,MotoGP,GBR,2023,8
2822,6,10.0,89,J. Martin,Prima Pramac Racing,+7.903,Race,MotoGP,GBR,2023,8
2823,7,9.0,10,L. Marini,Mooney VR46 Racing Team,+9.099,Race,MotoGP,GBR,2023,8
2824,8,8.0,43,J. Miller,Red Bull KTM Factory Racing,+9.298,Race,MotoGP,GBR,2023,8
2825,9,7.0,5,J. Zarco,Prima Pramac Racing,+9.958,Race,MotoGP,GBR,2023,8
2826,10,6.0,25,R. Fernandez,CryptoDATA RNF MotoGP Team,+19.947,Race,MotoGP,GBR,2023,8
2827,11,5.0,37,A. Fernandez,GASGAS Factory Racing Tech3,+20.296,Race,MotoGP,GBR,2023,8
2828,12,4.0,44,P. Espargaro,GASGAS Factory Racing Tech3,+66.120,Race,MotoGP,GBR,2023,8
2829,13,3.0,49,F. Di Giannantonio,Gresini Racing MotoGP,+87.605,Race,MotoGP,GBR,2023,8
2830,14,2.0,21,F. Morbidelli,Monster Energy Yamaha MotoGP,+88.913,Race,MotoGP,GBR,2023,8
2831,15,1.0,20,F. Quartararo,Monster Energy Yamaha MotoGP,+89.075,Race,MotoGP,GBR,2023,8
2832,16,0.0,30,T. Nakagami,LCR Honda IDEMITSU,+98.573,Race,MotoGP,GBR,2023,8
2833,17,0.0,27,I. Lecuona,LCR Honda CASTROL,+109.674,Race,MotoGP,GBR,2023,8
2834,DNF,0.0,23,E. Bastianini,Ducati Lenovo Team,16 laps,Race,MotoGP,GBR,2023,8
2835,DNF,0.0,93,M. Marquez,Repsol Honda Team,14 laps,Race,MotoGP,GBR,2023,8
2836,DNF,0.0,73,A. Marquez,Gresini Racing MotoGP,5 laps,Race,MotoGP,GBR,2023,8
2837,DNF,0.0,72,M. Bezzecchi,Mooney VR46 Racing Team,5 laps,Race,MotoGP,GBR,2023,8
2838,DNF,0.0,36,J. Mir,Repsol Honda Team,2 laps,Race,MotoGP,GBR,2023,8
2839,1,12.0,73,A. Marquez,Gresini Racing MotoGP,21:52.317,Sprint,MotoGP,GBR,2023,8
2840,2,9.0,72,M. Bezzecchi,Mooney VR46 Racing Team,+0.366,Sprint,MotoGP,GBR,2023,8
2841,3,7.0,12,M. Viñales,Aprilia Racing,+3.374,Sprint,MotoGP,GBR,2023,8
2842,4,6.0,5,J. Zarco,Prima Pramac Racing,+5.671,Sprint,MotoGP,GBR,2023,8
2843,5,5.0,41,A. Espargaro,Aprilia Racing,+6.068,Sprint,MotoGP,GBR,2023,8
2844,6,4.0,89,J. Martin,Prima Pramac Racing,+7.294,Sprint,MotoGP,GBR,2023,8
2845,7,3.0,43,J. Miller,Red Bull KTM Factory Racing,+9.415,Sprint,MotoGP,GBR,2023,8
2846,8,2.0,37,A. Fernandez,GASGAS Factory Racing Tech3,+9.850,Sprint,MotoGP,GBR,2023,8
2847,9,1.0,33,B. Binder,Red Bull KTM Factory Racing,+10.435,Sprint,MotoGP,GBR,2023,8
2848,10,0.0,88,M. Oliveira,CryptoDATA RNF MotoGP Team,+11.247,Sprint,MotoGP,GBR,2023,8
2849,11,0.0,10,L. Marini,Mooney VR46 Racing Team,+17.365,Sprint,MotoGP,GBR,2023,8
2850,12,0.0,49,F. Di Giannantonio,Gresini Racing MotoGP,+20.063,Sprint,MotoGP,GBR,2023,8
2851,13,0.0,23,E. Bastianini,Ducati Lenovo Team,+24.352,Sprint,MotoGP,GBR,2023,8
2852,14,0.0,1,F. Bagnaia,Ducati Lenovo Team,+25.527,Sprint,MotoGP,GBR,2023,8
2853,15,0.0,21,F. Morbidelli,Monster Energy Yamaha MotoGP,+27.191,Sprint,MotoGP,GBR,2023,8
2854,16,0.0,44,P. Espargaro,GASGAS Factory Racing Tech3,+27.693,Sprint,MotoGP,GBR,2023,8
2855,17,0.0,36,J. Mir,Repsol Honda Team,+29.062,Sprint,MotoGP,GBR,2023,8
2856,18,0.0,93,M. Marquez,Repsol Honda Team,+29.326,Sprint,MotoGP,GBR,2023,8
2857,19,0.0,25,R. Fernandez,CryptoDATA RNF MotoGP Team,+29.627,Sprint,MotoGP,GBR,2023,8
2858,20,0.0,30,T. Nakagami,LCR Honda IDEMITSU,+29.909,Sprint,MotoGP,GBR,2023,8
2859,21,0.0,20,F. Quartararo,Monster Energy Yamaha MotoGP,+30.326,Sprint,MotoGP,GBR,2023,8
2860,22,0.0,27,I. Lecuona,LCR Honda CASTROL,+47.674,Sprint,MotoGP,GBR,2023,8
2861,1,25.0,13,C. Vietti,Fantic Racing,36:25.093,Race,Moto2,AUT,2023,9
2862,2,20.0,37,P. Acosta,Red Bull KTM Ajo,+1.435,Race,Moto2,AUT,2023,9
2863,3,16.0,79,A. Ogura,IDEMITSU Honda Team Asia,+5.189,Race,Moto2,AUT,2023,9
2864,4,13.0,96,J. Dixon,Autosolar GASGAS Aspar Team,+6.145,Race,Moto2,AUT,2023,9
2865,5,11.0,35,S. Chantra,IDEMITSU Honda Team Asia,+8.635,Race,Moto2,AUT,2023,9
2866,6,10.0,14,T. Arbolino,Elf Marc VDS Racing Team,+14.054,Race,Moto2,AUT,2023,9
2867,7,9.0,12,F. Salac,QJMOTOR Gresini Moto2,+14.492,Race,Moto2,AUT,2023,9
2868,8,8.0,11,S. Garcia,Pons Wegow Los40,+16.445,Race,Moto2,AUT,2023,9
2869,9,7.0,54,F. Aldeguer ,CAG SpeedUp,+17.178,Race,Moto2,AUT,2023,9
2870,10,6.0,3,L. Tulovic,Liqui Moly Husqvarna Intact GP,+35.361,Race,Moto2,AUT,2023,9
2871,11,5.0,71,D. Foggia,Italtrans Racing Team,+37.855,Race,Moto2,AUT,2023,9
2872,12,4.0,52,J. Alcoba,QJMOTOR Gresini Moto2,+39.551,Race,Moto2,AUT,2023,9
2873,13,3.0,28,I. Guevara,Autosolar GASGAS Aspar Team,+40.213,Race,Moto2,AUT,2023,9
2874,14,2.0,24,M. Ramirez,OnlyFans American Racing,+40.410,Race,Moto2,AUT,2023,9
2875,15,1.0,64,B. Bendsneyder,Pertamina Mandalika SAG Team,+41.098,Race,Moto2,AUT,2023,9
2876,16,0.0,72,B. Gomez,Fantic Racing,+43.446,Race,Moto2,AUT,2023,9
2877,17,0.0,67,A. Surra,Forward Team,+45.018,Race,Moto2,AUT,2023,9
2878,18,0.0,33,R. Skinner,OnlyFans American Racing,+47.622,Race,Moto2,AUT,2023,9
2879,19,0.0,73,M. Rato,Pertamina Mandalika SAG Team,+49.861,Race,Moto2,AUT,2023,9
2880,20,0.0,5,K. Nozane,Correos Prepago Yamaha VR46 MasterCamp,+57.039,Race,Moto2,AUT,2023,9
2881,21,0.0,21,A. Lopez,CAG SpeedUp,+69.264,Race,Moto2,AUT,2023,9
2882,22,0.0,84,Z. Van Den Goorbergh,Fieten Olie Racing GP,+70.514,Race,Moto2,AUT,2023,9
2883,DNF,0.0,16,J. Roberts,Italtrans Racing Team,11 laps,Race,Moto2,AUT,2023,9
2884,DNF,0.0,40,A. Canet,Pons Wegow Los40,10 laps,Race,Moto2,AUT,2023,9
2885,DNF,0.0,75,A. Arenas,Red Bull KTM Ajo,9 laps,Race,Moto2,AUT,2023,9
2886,DNF,0.0,18,M. Gonzalez,Correos Prepago Yamaha VR46 MasterCamp,7 laps,Race,Moto2,AUT,2023,9
2887,DNF,0.0,22,S. Lowes,Elf Marc VDS Racing Team,2 laps,Race,Moto2,AUT,2023,9
2888,DNF,0.0,15,D. Binder,Liqui Moly Husqvarna Intact GP,2 laps,Race,Moto2,AUT,2023,9
2889,1,25.0,53,D. Öncü,Red Bull KTM Ajo,34:04.291,Race,Moto3,AUT,2023,9
2890,2,20.0,96,D. Holgado,Red Bull KTM Tech3,+0.005,Race,Moto3,AUT,2023,9
2891,3,16.0,71,A. Sasaki,Liqui Moly Husqvarna Intact GP,+0.119,Race,Moto3,AUT,2023,9
2892,4,13.0,95,C. Veijer,Liqui Moly Husqvarna Intact GP,+0.136,Race,Moto3,AUT,2023,9
2893,5,11.0,48,I. Ortola,Angeluss MTA Team,+3.135,Race,Moto3,AUT,2023,9
2894,6,10.0,54,R. Rossi,SIC58 Squadra Corse,+5.270,Race,Moto3,AUT,2023,9
2895,7,9.0,6,R. Yamanaka,GASGAS Aspar Team,+8.137,Race,Moto3,AUT,2023,9
2896,8,8.0,10,D. Moreira,MT Helmets - MSI,+8.382,Race,Moto3,AUT,2023,9
2897,9,7.0,44,D. Muñoz ,BOE Motorsports,+8.453,Race,Moto3,AUT,2023,9
2898,10,6.0,82,S. Nepa,Angeluss MTA Team,+8.615,Race,Moto3,AUT,2023,9
2899,11,5.0,99,J. Rueda,Red Bull KTM Ajo,+8.667,Race,Moto3,AUT,2023,9
